"module name","license","repository"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.27.1","MIT","https://github.com/babel/babel"
"@babel/template@7.27.2","MIT","https://github.com/babel/babel"
"@babel/traverse@7.28.5","MIT","https://github.com/babel/babel"
"@babel/types@7.28.5","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@esbuild/win32-x64@0.27.2","MIT","https://github.com/evanw/esbuild"
"@eslint-community/eslint-utils@4.9.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.12.2","MIT","https://github.com/eslint-community/regexpp"
"@eslint/config-array@0.21.1","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/config-helpers@0.4.2","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/core@0.17.0","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/eslintrc@3.3.3","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@9.39.2","MIT","https://github.com/eslint/eslint"
"@eslint/object-schema@2.1.7","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/plugin-kit@0.4.1","Apache-2.0","https://github.com/eslint/rewrite"
"@humanfs/core@0.19.1","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanfs/node@0.16.7","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/retry@0.4.3","Apache-2.0","https://github.com/humanwhocodes/retry"
"@inversifyjs/common@1.5.2","MIT","https://github.com/inversify/monorepo"
"@inversifyjs/container@1.14.5","MIT","https://github.com/inversify/monorepo"
"@inversifyjs/core@9.1.2","MIT","https://github.com/inversify/monorepo"
"@inversifyjs/plugin@0.2.0","MIT","https://github.com/inversify/monorepo"
"@inversifyjs/prototype-utils@0.1.3","MIT","https://github.com/inversify/monorepo"
"@inversifyjs/reflect-metadata-utils@1.4.1","MIT","https://github.com/inversify/monorepo"
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/core@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/diff-sequences@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/environment@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/expect-utils@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/expect@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/fake-timers@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/get-type@30.1.0","MIT","https://github.com/jestjs/jest"
"@jest/globals@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/pattern@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/reporters@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/schemas@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/snapshot-utils@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/source-map@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/test-result@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/test-sequencer@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/transform@30.2.0","MIT","https://github.com/jestjs/jest"
"@jest/types@30.2.0","MIT","https://github.com/jestjs/jest"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@jsdevtools/ono@7.1.3","MIT","https://github.com/JS-DevTools/ono"
"@pinojs/redact@0.4.0","MIT","https://github.com/pinojs/redact"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@pkgr/core@0.2.9","MIT","https://github.com/un-ts/pkgr"
"@scarf/scarf@1.4.0","Apache-2.0","https://github.com/scarf-sh/scarf-js"
"@sinclair/typebox@0.34.45","MIT","https://github.com/sinclairzx81/typebox-legacy"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@13.0.5","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@5.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@5.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-errors@2.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@30.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/morgan@1.9.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@25.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.14.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@1.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@2.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/swagger-jsdoc@6.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/swagger-ui-express@4.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.51.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@ungap/structured-clone@1.3.0","ISC","https://github.com/ungap/structured-clone"
"@unrs/resolver-binding-win32-x64-msvc@1.11.1","MIT","https://github.com/unrs/unrs-resolver"
"accepts@2.0.0","MIT","https://github.com/jshttp/accepts"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.2.2","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"atomic-sleep@1.0.0","MIT","https://github.com/davidmarkclements/atomic-sleep"
"babel-jest@30.2.0","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@7.0.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@30.2.0","MIT","https://github.com/jestjs/jest"
"babel-preset-current-node-syntax@1.2.0","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@30.2.0","MIT","https://github.com/jestjs/jest"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"baseline-browser-mapping@2.9.11","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"basic-auth@2.0.1","MIT","https://github.com/jshttp/basic-auth"
"body-parser@2.2.1","MIT","https://github.com/expressjs/body-parser"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.28.1","MIT","https://github.com/browserslist/browserslist"
"bs-logger@0.2.6","MIT","https://github.com/huafu/bs-logger"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"call-me-maybe@1.0.2","MIT","https://github.com/limulus/call-me-maybe"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001762","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"ci-info@4.3.1","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@2.1.1","MIT","https://github.com/nodejs/cjs-module-lexer"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.3","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colorette@2.0.20","MIT","https://github.com/jorgebucaran/colorette"
"commander@6.2.0","MIT","https://github.com/tj/commander.js"
"commander@9.5.0","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"content-disposition@1.0.1","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.2.2","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.7.2","MIT","https://github.com/jshttp/cookie"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"dateformat@4.6.3","MIT","https://github.com/felixge/node-dateformat"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"dedent@1.7.1","MIT","https://github.com/dmnd/dedent"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dotenv-flow@3.3.0","MIT","https://github.com/kerimdzhanov/dotenv-flow"
"dotenv@8.6.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.5.267","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.13.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.5","MIT","https://github.com/mafintosh/end-of-stream"
"error-ex@1.3.4","MIT","https://github.com/qix-/node-error-ex"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"esbuild@0.27.2","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-config-prettier@10.1.8","MIT","https://github.com/prettier/eslint-config-prettier"
"eslint-plugin-prettier@5.5.4","MIT","https://github.com/prettier/eslint-plugin-prettier"
"eslint-scope@8.4.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.1","Apache-2.0","https://github.com/eslint/js"
"eslint@9.39.2","MIT","https://github.com/eslint/eslint"
"espree@10.4.0","BSD-2-Clause","https://github.com/eslint/js"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit-x@0.2.2","MIT","https://github.com/gruntjs/node-exit-x"
"expect@30.2.0","MIT","https://github.com/jestjs/jest"
"express@5.2.1","MIT","https://github.com/expressjs/express"
"expressapitest@1.0.0","Custom: https://github.com/LuisMSuarez/express-esm-template",""
"fast-copy@4.0.2","MIT","https://github.com/planttheidea/fast-copy"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-diff@1.3.0","Apache-2.0","https://github.com/jhchen/fast-diff"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-safe-stringify@2.1.1","MIT","https://github.com/davidmarkclements/fast-safe-stringify"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@2.1.1","MIT","https://github.com/pillarjs/finalhandler"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fresh@2.0.0","MIT","https://github.com/jshttp/fresh"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"get-tsconfig@4.13.0","MIT","https://github.com/privatenumber/get-tsconfig"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.5.0","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.6","ISC","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"handlebars@4.7.8","MIT","https://github.com/handlebars-lang/handlebars.js"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"help-me@5.0.0","MIT","https://github.com/mcollina/help-me"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-errors@2.0.1","MIT","https://github.com/jshttp/http-errors"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.7.1","MIT","https://github.com/pillarjs/iconv-lite"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"ignore@7.0.5","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"import-local@3.2.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"inversify@7.10.8","MIT","https://github.com/inversify/monorepo"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-promise@4.0.0","MIT","https://github.com/then/is-promise"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@6.0.3","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@5.0.6","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jackspeak@3.4.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jest-changed-files@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-circus@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-cli@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-config@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-diff@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-docblock@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-each@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-environment-node@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-haste-map@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-leak-detector@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-matcher-utils@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-message-util@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-mock@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-pnp-resolver@1.2.3","MIT","https://github.com/arcanis/jest-pnp-resolver"
"jest-regex-util@30.0.1","MIT","https://github.com/jestjs/jest"
"jest-resolve-dependencies@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-resolve@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-runner@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-runtime@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-snapshot@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-util@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-validate@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-watcher@30.2.0","MIT","https://github.com/jestjs/jest"
"jest-worker@30.2.0","MIT","https://github.com/jestjs/jest"
"jest@30.2.0","MIT","https://github.com/jestjs/jest"
"joycon@3.1.1","MIT","https://github.com/egoist/joycon"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.2","MIT","https://github.com/nodeca/js-yaml"
"js-yaml@4.1.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.get@4.4.2","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.memoize@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"lodash.mergewith@4.6.2","MIT","https://github.com/lodash/lodash"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@4.0.0","MIT","https://github.com/sindresorhus/make-dir"
"make-error@1.3.6","ISC","https://github.com/JsCommunity/make-error"
"makeerror@1.0.12","BSD-3-Clause","https://github.com/daaku/nodejs-makeerror"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"media-typer@1.1.0","MIT","https://github.com/jshttp/media-typer"
"merge-descriptors@2.0.0","MIT","https://github.com/sindresorhus/merge-descriptors"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.54.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@3.0.2","MIT","https://github.com/jshttp/mime-types"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
